ticker,exchange,name,sector,industry
FCAN,NASDAQ,FIRST TRUST CANADA ALPHADEX FUND,N/A,N/A
FTCS,NASDAQ,FIRST TRUST CAPITAL STRENGTH ETF,N/A,N/A
FCEF,NASDAQ,FIRST TRUST CEF INCOME OPPORTUNITY ETF,N/A,N/A
FCA,NASDAQ,FIRST TRUST CHINA ALPHADEX FUND,N/A,N/A
SKYY,NASDAQ,FIRST TRUST CLOUD COMPUTING ETF,N/A,N/A
RNDM,NASDAQ,FIRST TRUST DEVELOPED INTERNATIONAL EQUITY SELECT ETF,N/A,N/A
FDT,NASDAQ,FIRST TRUST DEVELOPED MARKETS EX-US ALPHADEX FUND,N/A,N/A
FDTS,NASDAQ,FIRST TRUST DEVELOPED MARKETS EX-US SMALL CAP ALPHADEX FUND,N/A,N/A
FVC,NASDAQ,FIRST TRUST DORSEY WRIGHT DYNAMIC FOCUS 5 ETF,N/A,N/A
FV,NASDAQ,FIRST TRUST DORSEY WRIGHT FOCUS 5 ETF,N/A,N/A
IFV,NASDAQ,FIRST TRUST DORSEY WRIGHT INTERNATIONAL FOCUS 5 ETF,N/A,N/A
DWPP,NASDAQ,FIRST TRUST DORSEY WRIGHT PEOPLE&#39;S PORTFOLIO ETF,N/A,N/A
FEM,NASDAQ,FIRST TRUST EMERGING MARKETS ALPHADEX FUND,N/A,N/A
RNEM,NASDAQ,FIRST TRUST EMERGING MARKETS EQUITY SELECT ETF,N/A,N/A
FEMB,NASDAQ,FIRST TRUST EMERGING MARKETS LOCAL CURRENCY BOND ETF,N/A,N/A
FEMS,NASDAQ,FIRST TRUST EMERGING MARKETS SMALL CAP ALPHADEX FUND,N/A,N/A
FTSM,NASDAQ,FIRST TRUST ENHANCED SHORT MATURITY ETF,N/A,N/A
FEP,NASDAQ,FIRST TRUST EUROPE ALPHADEX FUND,N/A,N/A
FEUZ,NASDAQ,FIRST TRUST EUROZONE ALPHADEX ETF,N/A,N/A
FGM,NASDAQ,FIRST TRUST GERMANY ALPHADEX FUND,N/A,N/A
FTGC,NASDAQ,FIRST TRUST GLOBAL TACTICAL COMMODITY STRATEGY FUND,N/A,N/A
FTLB,NASDAQ,FIRST TRUST HEDGED BUYWRITE INCOME ETF,N/A,N/A
HYLS,NASDAQ,FIRST TRUST HIGH YIELD LONG/SHORT ETF,N/A,N/A
FHK,NASDAQ,FIRST TRUST HONG KONG ALPHADEX FUND,N/A,N/A
NFTY,NASDAQ,FIRST TRUST INDIA NIFTY 50 EQUAL WEIGHT ETF,N/A,N/A
FTAG,NASDAQ,FIRST TRUST INDXX GLOBAL AGRICULTURE ETF,N/A,N/A
FTRI,NASDAQ,FIRST TRUST INDXX GLOBAL NATURAL RESOURCES INCOME ETF,N/A,N/A
LEGR,NASDAQ,FIRST TRUST INDXX INNOVATIVE TRANSACTION & PROCESS ETF,N/A,N/A
FPXI,NASDAQ,FIRST TRUST INTERNATIONAL IPO ETF,N/A,N/A
YDIV,NASDAQ,FIRST TRUST INTERNATIONAL MULTI-ASSET DIVERSIFIED INCOME INDEX,N/A,N/A
FJP,NASDAQ,FIRST TRUST JAPAN ALPHADEX FUND,N/A,N/A
FEX,NASDAQ,FIRST TRUST LARGE CAP CORE ALPHADEX FUND,N/A,N/A
FTC,NASDAQ,FIRST TRUST LARGE CAP GROWTH ALPHADEX FUND,N/A,N/A
RNLC,NASDAQ,FIRST TRUST LARGE CAP US EQUITY SELECT ETF,N/A,N/A
FTA,NASDAQ,FIRST TRUST LARGE CAP VALUE ALPHADEX FUND,N/A,N/A
FLN,NASDAQ,FIRST TRUST LATIN AMERICA ALPHADEX FUND,N/A,N/A
LMBS,NASDAQ,FIRST TRUST LOW DURATION OPPORTUNITIES ETF,N/A,N/A
FMB,NASDAQ,FIRST TRUST MANAGED MUNICIPAL ETF,N/A,N/A
FMK,NASDAQ,FIRST TRUST MEGA CAP ALPHADEX FUND,N/A,N/A
FNX,NASDAQ,FIRST TRUST MID CAP CORE ALPHADEX FUND,N/A,N/A
FNY,NASDAQ,FIRST TRUST MID CAP GROWTH ALPHADEX FUND,N/A,N/A
RNMC,NASDAQ,FIRST TRUST MID CAP US EQUITY SELECT ETF,N/A,N/A
FNK,NASDAQ,FIRST TRUST MID CAP VALUE ALPHADEX FUND,N/A,N/A
FAD,NASDAQ,FIRST TRUST MULTI CAP GROWTH ALPHADEX FUND,N/A,N/A
FAB,NASDAQ,FIRST TRUST MULTI CAP VALUE ALPHADEX FUND,N/A,N/A
MDIV,NASDAQ,FIRST TRUST MULTI-ASSET DIVERSIFIED INCOME INDEX FUND,N/A,N/A
MCEF,NASDAQ,FIRST TRUST MUNICIPAL CEF INCOME OPPORTUNITY ETF,N/A,N/A
FMHI,NASDAQ,FIRST TRUST MUNICIPAL HIGH INCOME ETF,N/A,N/A
QABA,NASDAQ,FIRST TRUST NASDAQ ABA COMMUNITY BANK INDEX FUND,N/A,N/A
ROBT,NASDAQ,FIRST TRUST NASDAQ ARTIFICIAL INTELLIGENCE AND ROBOTICS ETF,N/A,N/A
FTXO,NASDAQ,FIRST TRUST NASDAQ BANK ETF,N/A,N/A
QCLN,NASDAQ,FIRST TRUST NASDAQ CLEAN EDGE GREEN ENERGY INDEX FUND,N/A,N/A
GRID,NASDAQ,FIRST TRUST NASDAQ CLEAN EDGE SMART GRID INFRASTRUCTURE INDEX,N/A,N/A
CIBR,NASDAQ,FIRST TRUST NASDAQ CYBERSECURITY ETF,N/A,N/A
FTXG,NASDAQ,FIRST TRUST NASDAQ FOOD & BEVERAGE ETF,N/A,N/A
CARZ,NASDAQ,FIRST TRUST NASDAQ GLOBAL AUTO INDEX FUND,N/A,N/A
FTXN,NASDAQ,FIRST TRUST NASDAQ OIL & GAS ETF,N/A,N/A
FTXH,NASDAQ,FIRST TRUST NASDAQ PHARMACEUTICALS ETF,N/A,N/A
FTXD,NASDAQ,FIRST TRUST NASDAQ RETAIL ETF,N/A,N/A
FTXL,NASDAQ,FIRST TRUST NASDAQ SEMICONDUCTOR ETF,N/A,N/A
FONE,NASDAQ,FIRST TRUST NASDAQ SMARTPHONE INDEX FUND,N/A,N/A
TDIV,NASDAQ,FIRST TRUST NASDAQ TECHNOLOGY DIVIDEND INDEX FUND,N/A,N/A
FTXR,NASDAQ,FIRST TRUST NASDAQ TRANSPORTATION ETF,N/A,N/A
QQEW,NASDAQ,FIRST TRUST NASDAQ-100 EQUAL WEIGHTED INDEX FUND,N/A,N/A
QQXT,NASDAQ,FIRST TRUST NASDAQ-100 EX-TECHNOLOGY SECTOR INDEX FUND,N/A,N/A
QTEC,NASDAQ,FIRST TRUST NASDAQ-100- TECHNOLOGY INDEX FUND,N/A,N/A
AIRR,NASDAQ,FIRST TRUST RBA AMERICAN INDUSTRIAL RENAISSANCE ETF,N/A,N/A
PHK,NYSE,PIMCO HIGH INCOME FUND,N/A,N/A
QINC,NASDAQ,FIRST TRUST RBA QUALITY INCOME ETF,N/A,N/A
RDVY,NASDAQ,FIRST TRUST RISING DIVIDEND ACHIEVERS ETF,N/A,N/A
RFAP,NASDAQ,FIRST TRUST RIVERFRONT DYNAMIC ASIA PACIFIC ETF,N/A,N/A
RFDI,NASDAQ,FIRST TRUST RIVERFRONT DYNAMIC DEVELOPED INTERNATIONAL ETF,N/A,N/A
RFEM,NASDAQ,FIRST TRUST RIVERFRONT DYNAMIC EMERGING MARKETS ETF,N/A,N/A
RFEU,NASDAQ,FIRST TRUST RIVERFRONT DYNAMIC EUROPE ETF,N/A,N/A
FTSL,NASDAQ,FIRST TRUST SENIOR LOAN FUND ETF,N/A,N/A
FYX,NASDAQ,FIRST TRUST SMALL CAP CORE ALPHADEX FUND,N/A,N/A
FYC,NASDAQ,FIRST TRUST SMALL CAP GROWTH ALPHADEX FUND,N/A,N/A
RNSC,NASDAQ,FIRST TRUST SMALL CAP US EQUITY SELECT ETF,N/A,N/A
FYT,NASDAQ,FIRST TRUST SMALL CAP VALUE ALPHADEX FUND,N/A,N/A
SDVY,NASDAQ,FIRST TRUST SMID CAP RISING DIVIDEND ACHIEVERS ETF,N/A,N/A
FKO,NASDAQ,FIRST TRUST SOUTH KOREA ALPHADEX FUND,N/A,N/A
FCVT,NASDAQ,FIRST TRUST SSI STRATEGIC CONVERTIBLE SECURITIES ETF,N/A,N/A
FDIV,NASDAQ,FIRST TRUST STRATEGIC INCOME ETF,N/A,N/A
FSZ,NASDAQ,FIRST TRUST SWITZERLAND ALPHADEX FUND,N/A,N/A
FIXD,NASDAQ,FIRST TRUST TCW OPPORTUNISTIC FIXED INCOME ETF,N/A,N/A
TUSA,NASDAQ,FIRST TRUST TOTAL US MARKET ALPHADEX ETF,N/A,N/A
FKU,NASDAQ,FIRST TRUST UNITED KINGDOM ALPHADEX FUND,N/A,N/A
RNDV,NASDAQ,FIRST TRUST US EQUITY DIVIDEND SELECT ETF,N/A,N/A
FUNC,NASDAQ,FIRST UNITED CORPORATION,FINANCE,MAJOR BANKS
FUSB,NASDAQ,"FIRST US BANCSHARES, INC.",FINANCE,MAJOR BANKS
SVVC,NASDAQ,"FIRSTHAND TECHNOLOGY VALUE FUND, INC.",N/A,N/A
FSV,NASDAQ,FIRSTSERVICE CORPORATION,FINANCE,REAL ESTATE
FISV,NASDAQ,"FISERV, INC.",TECHNOLOGY,EDP SERVICES
FIVE,NASDAQ,"FIVE BELOW, INC.",CONSUMER SERVICES,DEPARTMENT/SPECIALTY RETAIL STORES
FPRX,NASDAQ,"FIVE PRIME THERAPEUTICS, INC.",HEALTH CARE,MAJOR PHARMACEUTICALS
FVE,NASDAQ,FIVE STAR SENIOR LIVING INC.,HEALTH CARE,HOSPITAL/NURSING MANAGEMENT
FIVN,NASDAQ,"FIVE9, INC.",TECHNOLOGY,EDP SERVICES
FLEX,NASDAQ,FLEX LTD.,TECHNOLOGY,ELECTRICAL PRODUCTS
FLKS,NASDAQ,"FLEX PHARMA, INC.",HEALTH CARE,MAJOR PHARMACEUTICALS
FLXN,NASDAQ,"FLEXION THERAPEUTICS, INC.",HEALTH CARE,MAJOR PHARMACEUTICALS
SKOR,NASDAQ,FLEXSHARES CREDIT-SCORED US CORPORATE BOND INDEX FUND,N/A,N/A
LKOR,NASDAQ,FLEXSHARES CREDIT-SCORED US LONG CORPORATE BOND INDEX FUND,N/A,N/A
MBSD,NASDAQ,FLEXSHARES DISCIPLINED DURATION MBS INDEX FUND,N/A,N/A
ASET,NASDAQ,FLEXSHARES REAL ASSETS ALLOCATION INDEX FUND,N/A,N/A
ESGG,NASDAQ,FLEXSHARES STOXX GLOBAL ESG IMPACT INDEX FUND,N/A,N/A
ESG,NASDAQ,FLEXSHARES STOXX US ESG IMPACT INDEX FUND,N/A,N/A
QLC,NASDAQ,FLEXSHARES US QUALITY LARGE CAP INDEX FUND,N/A,N/A
FPAY,NASDAQ,"FLEXSHOPPER, INC.",TECHNOLOGY,DIVERSIFIED COMMERCIAL SERVICES
FLXS,NASDAQ,"FLEXSTEEL INDUSTRIES, INC.",CONSUMER DURABLES,HOME FURNISHINGS
FLIR,NASDAQ,"FLIR SYSTEMS, INC.",CAPITAL GOODS,INDUSTRIAL MACHINERY/COMPONENTS
FLNT,NASDAQ,"FLUENT, INC.",CONSUMER SERVICES,ADVERTISING
FLDM,NASDAQ,FLUIDIGM CORPORATION,CAPITAL GOODS,BIOTECHNOLOGY: LABORATORY ANALYTICAL INSTRUMENTS
FFIC,NASDAQ,FLUSHING FINANCIAL CORPORATION,FINANCE,MAJOR BANKS
FNBG,NASDAQ,FNB BANCORP,FINANCE,MAJOR BANKS
FNCB,NASDAQ,FNCB BANCORP INC.,FINANCE,MAJOR BANKS
FOMX,NASDAQ,FOAMIX PHARMACEUTICALS LTD.,CONSUMER DURABLES,SPECIALTY CHEMICALS
FONR,NASDAQ,FONAR CORPORATION,HEALTH CARE,BIOTECHNOLOGY: ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS
FSCT,NASDAQ,"FORESCOUT TECHNOLOGIES, INC.",TECHNOLOGY,COMPUTER PERIPHERAL EQUIPMENT
FRSX,NASDAQ,FORESIGHT AUTONOMOUS HOLDINGS LTD.,TECHNOLOGY,COMPUTER SOFTWARE: PREPACKAGED SOFTWARE
FORM,NASDAQ,"FORMFACTOR, INC.",TECHNOLOGY,SEMICONDUCTORS
FORTY,NASDAQ,FORMULA SYSTEMS (1985) LTD.,TECHNOLOGY,EDP SERVICES
FORR,NASDAQ,"FORRESTER RESEARCH, INC.",CONSUMER SERVICES,DIVERSIFIED COMMERCIAL SERVICES
FRTA,NASDAQ,"FORTERRA, INC.",CAPITAL GOODS,BUILDING MATERIALS
FTNT,NASDAQ,"FORTINET, INC.",TECHNOLOGY,COMPUTER PERIPHERAL EQUIPMENT
FBIO,NASDAQ,"FORTRESS BIOTECH, INC.",HEALTH CARE,MAJOR PHARMACEUTICALS
FBIOP,NASDAQ,"FORTRESS BIOTECH, INC.",HEALTH CARE,MAJOR PHARMACEUTICALS
FWRD,NASDAQ,FORWARD AIR CORPORATION,TRANSPORTATION,OIL REFINING/MARKETING
FORD,NASDAQ,"FORWARD INDUSTRIES, INC.",CONSUMER NON-DURABLES,PLASTIC PRODUCTS
FWP,NASDAQ,FORWARD PHARMA A/S,HEALTH CARE,MAJOR PHARMACEUTICALS
FOSL,NASDAQ,"FOSSIL GROUP, INC.",CONSUMER NON-DURABLES,CONSUMER SPECIALTIES
FMI,NASDAQ,"FOUNDATION MEDICINE, INC.",HEALTH CARE,MEDICAL SPECIALITIES
FOXF,NASDAQ,FOX FACTORY HOLDING CORP.,CONSUMER NON-DURABLES,MOTOR VEHICLES
FRAN,NASDAQ,FRANCESCA&#39;S HOLDINGS CORPORATION,CONSUMER SERVICES,CLOTHING/SHOE/ACCESSORY STORES
FELE,NASDAQ,"FRANKLIN ELECTRIC CO., INC.",CONSUMER DURABLES,METAL FABRICATIONS
FRED,NASDAQ,"FRED&#39;S, INC.",CONSUMER SERVICES,DEPARTMENT/SPECIALTY RETAIL STORES
RAIL,NASDAQ,"FREIGHTCAR AMERICA, INC.",CAPITAL GOODS,RAILROADS
FEIM,NASDAQ,"FREQUENCY ELECTRONICS, INC.",CAPITAL GOODS,ELECTRICAL PRODUCTS
FRPT,NASDAQ,"FRESHPET, INC.",CONSUMER NON-DURABLES,PACKAGED FOODS
FTEO,NASDAQ,"FRONTEO, INC.",N/A,N/A
FTR,NASDAQ,FRONTIER COMMUNICATIONS CORPORATION,PUBLIC UTILITIES,TELECOMMUNICATIONS EQUIPMENT
FTRPR,NASDAQ,FRONTIER COMMUNICATIONS CORPORATION,PUBLIC UTILITIES,TELECOMMUNICATIONS EQUIPMENT
FRPH,NASDAQ,"FRP HOLDINGS, INC.",FINANCE,REAL ESTATE
FSBW,NASDAQ,"FS BANCORP, INC.",FINANCE,BANKS
FSBC,NASDAQ,"FSB BANCORP, INC.",FINANCE,SAVINGS INSTITUTIONS
FTD,NASDAQ,"FTD COMPANIES, INC.",CONSUMER SERVICES,OTHER CONSUMER SERVICES
FTEK,NASDAQ,"FUEL TECH, INC.",CAPITAL GOODS,POLLUTION CONTROL EQUIPMENT
FCEL,NASDAQ,"FUELCELL ENERGY, INC.",MISCELLANEOUS,INDUSTRIAL MACHINERY/COMPONENTS
FLGT,NASDAQ,"FULGENT GENETICS, INC.",HEALTH CARE,MEDICAL SPECIALITIES
FORK,NASDAQ,FULING GLOBAL INC.,CONSUMER NON-DURABLES,PLASTIC PRODUCTS
FLL,NASDAQ,"FULL HOUSE RESORTS, INC.",CONSUMER SERVICES,HOTELS/RESORTS
FULT,NASDAQ,FULTON FINANCIAL CORPORATION,FINANCE,MAJOR BANKS
FNKO,NASDAQ,"FUNKO, INC.",CONSUMER NON-DURABLES,RECREATIONAL PRODUCTS/TOYS
FSNN,NASDAQ,"FUSION CONNECT, INC.",TECHNOLOGY,COMPUTER SOFTWARE: PREPACKAGED SOFTWARE
FTFT,NASDAQ,FUTURE FINTECH GROUP INC.,CONSUMER NON-DURABLES,PACKAGED FOODS
FFHL,NASDAQ,"FUWEI FILMS (HOLDINGS) CO., LTD.",CAPITAL GOODS,SPECIALTY CHEMICALS
WILC,NASDAQ,"G. WILLI-FOOD INTERNATIONAL,  LTD.",CONSUMER NON-DURABLES,FOOD DISTRIBUTORS
GTHX,NASDAQ,"G1 THERAPEUTICS, INC.",HEALTH CARE,MAJOR PHARMACEUTICALS
FOANC,NASDAQ,GABELLI NEXTSHARES TRUST,N/A,N/A
GRBIC,NASDAQ,GABELLI NEXTSHARES TRUST,N/A,N/A
MOGLC,NASDAQ,GABELLI NEXTSHARES TRUST,N/A,N/A
GAIA,NASDAQ,"GAIA, INC.",CONSUMER SERVICES,MOVIES/ENTERTAINMENT
GLPG,NASDAQ,GALAPAGOS NV,HEALTH CARE,MAJOR PHARMACEUTICALS
GALT,NASDAQ,GALECTIN THERAPEUTICS INC.,HEALTH CARE,MAJOR PHARMACEUTICALS
GLMD,NASDAQ,GALMED PHARMACEUTICALS LTD.,HEALTH CARE,MAJOR PHARMACEUTICALS
GLPI,NASDAQ,"GAMING AND LEISURE PROPERTIES, INC.",CONSUMER SERVICES,REAL ESTATE INVESTMENT TRUSTS
GPIC,NASDAQ,GAMING PARTNERS INTERNATIONAL CORPORATION,CONSUMER NON-DURABLES,RECREATIONAL PRODUCTS/TOYS
GRMN,NASDAQ,GARMIN LTD.,CAPITAL GOODS,INDUSTRIAL MACHINERY/COMPONENTS
GARS,NASDAQ,GARRISON CAPITAL INC.,N/A,N/A
GLIBA,NASDAQ,"GCI LIBERTY, INC.",PUBLIC UTILITIES,TELECOMMUNICATIONS EQUIPMENT
GLIBP,NASDAQ,"GCI LIBERTY, INC.",PUBLIC UTILITIES,TELECOMMUNICATIONS EQUIPMENT
GDS,NASDAQ,GDS HOLDINGS LIMITED,TECHNOLOGY,"COMPUTER SOFTWARE: PROGRAMMING, DATA PROCESSING"
GEMP,NASDAQ,GEMPHIRE THERAPEUTICS INC.,HEALTH CARE,MAJOR PHARMACEUTICALS
GENC,NASDAQ,GENCOR INDUSTRIES INC.,CAPITAL GOODS,CONSTRUCTION/AG EQUIPMENT/TRUCKS
GFN,NASDAQ,GENERAL FINANCE CORPORATION,TECHNOLOGY,DIVERSIFIED COMMERCIAL SERVICES
GFNCP,NASDAQ,GENERAL FINANCE CORPORATION,TECHNOLOGY,DIVERSIFIED COMMERCIAL SERVICES
GFNSL,NASDAQ,GENERAL FINANCE CORPORATION,TECHNOLOGY,DIVERSIFIED COMMERCIAL SERVICES
GENE,NASDAQ,GENETIC TECHNOLOGIES LTD,HEALTH CARE,BIOTECHNOLOGY: BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES)
GNUS,NASDAQ,"GENIUS BRANDS INTERNATIONAL, INC.",CONSUMER SERVICES,MOVIES/ENTERTAINMENT
GNMK,NASDAQ,"GENMARK DIAGNOSTICS, INC.",HEALTH CARE,MEDICAL/DENTAL INSTRUMENTS
GNCA,NASDAQ,"GENOCEA BIOSCIENCES, INC.",HEALTH CARE,BIOTECHNOLOGY: BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES)
GHDX,NASDAQ,"GENOMIC HEALTH, INC.",HEALTH CARE,MEDICAL SPECIALITIES
GNPX,NASDAQ,"GENPREX, INC.",HEALTH CARE,MAJOR PHARMACEUTICALS
GNTX,NASDAQ,GENTEX CORPORATION,CAPITAL GOODS,AUTO PARTS:O.E.M.
THRM,NASDAQ,GENTHERM INC,CAPITAL GOODS,AUTO PARTS:O.E.M.
GEOS,NASDAQ,GEOSPACE TECHNOLOGIES CORPORATION,CAPITAL GOODS,INDUSTRIAL MACHINERY/COMPONENTS
GABC,NASDAQ,"GERMAN AMERICAN BANCORP, INC.",FINANCE,MAJOR BANKS
GERN,NASDAQ,GERON CORPORATION,HEALTH CARE,MAJOR PHARMACEUTICALS
GEVO,NASDAQ,"GEVO, INC.",BASIC INDUSTRIES,MAJOR CHEMICALS
ROCK,NASDAQ,"GIBRALTAR INDUSTRIES, INC.",CAPITAL GOODS,STEEL/IRON ORE
GIGM,NASDAQ,GIGAMEDIA LIMITED,TECHNOLOGY,"COMPUTER SOFTWARE: PROGRAMMING, DATA PROCESSING"
GIII,NASDAQ,"G-III APPAREL GROUP, LTD.",CONSUMER NON-DURABLES,APPAREL
GILT,NASDAQ,GILAT SATELLITE NETWORKS LTD.,TECHNOLOGY,RADIO AND TELEVISION BROADCASTING AND COMMUNICATIONS EQUIPMENT
GILD,NASDAQ,"GILEAD SCIENCES, INC.",HEALTH CARE,BIOTECHNOLOGY: BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES)
GBCI,NASDAQ,"GLACIER BANCORP, INC.",FINANCE,MAJOR BANKS
GLAD,NASDAQ,GLADSTONE CAPITAL CORPORATION,CONSUMER NON-DURABLES,TEXTILES
GLADN,NASDAQ,GLADSTONE CAPITAL CORPORATION,CONSUMER NON-DURABLES,TEXTILES
GOOD,NASDAQ,GLADSTONE COMMERCIAL CORPORATION,CONSUMER SERVICES,REAL ESTATE
GOODM,NASDAQ,GLADSTONE COMMERCIAL CORPORATION,CONSUMER SERVICES,REAL ESTATE
GOODO,NASDAQ,GLADSTONE COMMERCIAL CORPORATION,CONSUMER SERVICES,REAL ESTATE
GOODP,NASDAQ,GLADSTONE COMMERCIAL CORPORATION,CONSUMER SERVICES,REAL ESTATE
GAIN,NASDAQ,GLADSTONE INVESTMENT CORPORATION,N/A,N/A
GAINM,NASDAQ,GLADSTONE INVESTMENT CORPORATION,N/A,N/A
GAINN,NASDAQ,GLADSTONE INVESTMENT CORPORATION,N/A,N/A
GAINO,NASDAQ,GLADSTONE INVESTMENT CORPORATION,N/A,N/A
LAND,NASDAQ,GLADSTONE LAND CORPORATION,CONSUMER SERVICES,REAL ESTATE INVESTMENT TRUSTS
LANDP,NASDAQ,GLADSTONE LAND CORPORATION,CONSUMER SERVICES,REAL ESTATE INVESTMENT TRUSTS
GLBZ,NASDAQ,GLEN BURNIE BANCORP,FINANCE,MAJOR BANKS
GBT,NASDAQ,"GLOBAL BLOOD THERAPEUTICS, INC.",HEALTH CARE,MAJOR PHARMACEUTICALS
ENT,NASDAQ,GLOBAL EAGLE ENTERTAINMENT INC.,CONSUMER SERVICES,TELECOMMUNICATIONS EQUIPMENT
GBLI,NASDAQ,GLOBAL INDEMNITY LIMITED,FINANCE,PROPERTY-CASUALTY INSURERS
GBLIL,NASDAQ,GLOBAL INDEMNITY LIMITED,FINANCE,PROPERTY-CASUALTY INSURERS
GBLIZ,NASDAQ,GLOBAL INDEMNITY LIMITED,FINANCE,PROPERTY-CASUALTY INSURERS
SELF,NASDAQ,"GLOBAL SELF STORAGE, INC.",CONSUMER SERVICES,REAL ESTATE INVESTMENT TRUSTS
GWRS,NASDAQ,"GLOBAL WATER RESOURCES, INC.",PUBLIC UTILITIES,WATER SUPPLY
DRIV,NASDAQ,GLOBAL X AUTONOMOUS & ELECTRIC VEHICLES ETF,N/A,N/A
KRMA,NASDAQ,GLOBAL X CONSCIOUS COMPANIES ETF,N/A,N/A
FINX,NASDAQ,GLOBAL X FINTECH ETF,N/A,N/A
BFIT,NASDAQ,GLOBAL X HEALTH & WELLNESS THEMATIC ETF,N/A,N/A
SNSR,NASDAQ,GLOBAL X INTERNET OF THINGS ETF,N/A,N/A
LNGR,NASDAQ,GLOBAL X LONGEVITY THEMATIC ETF,N/A,N/A
MILN,NASDAQ,GLOBAL X MILLENNIALS THEMATIC ETF,N/A,N/A
EFAS,NASDAQ,GLOBAL X MSCI SUPERDIVIDEND EAFE ETF,N/A,N/A
QQQC,NASDAQ,GLOBAL X NASDAQ CHINA TECHNOLOGY ETF,N/A,N/A
BOTZ,NASDAQ,GLOBAL X ROBOTICS & ARTIFICIAL INTELLIGENCE ETF,N/A,N/A
CATH,NASDAQ,GLOBAL X S&P 500 CATHOLIC VALUES ETF,N/A,N/A
SOCL,NASDAQ,GLOBAL X SOCIAL MEDIA ETF,N/A,N/A
ALTY,NASDAQ,GLOBAL X SUPERDIVIDEND ALTERNATIVES ETF,N/A,N/A
SRET,NASDAQ,GLOBAL X SUPERDIVIDEND REIT ETF,N/A,N/A
YLCO,NASDAQ,GLOBAL X YIELDCO INDEX ETF,N/A,N/A
GLBS,NASDAQ,GLOBUS MARITIME LIMITED,TRANSPORTATION,MARINE TRANSPORTATION
GLUU,NASDAQ,GLU MOBILE INC.,TECHNOLOGY,EDP SERVICES
GLYC,NASDAQ,"GLYCOMIMETICS, INC.",HEALTH CARE,MAJOR PHARMACEUTICALS
GOGO,NASDAQ,GOGO INC.,CONSUMER SERVICES,TELECOMMUNICATIONS EQUIPMENT
GLNG,NASDAQ,GOLAR LNG LIMITED,CONSUMER SERVICES,MARINE TRANSPORTATION
GMLP,NASDAQ,GOLAR LNG PARTNERS LP,CONSUMER SERVICES,MARINE TRANSPORTATION
GMLPP,NASDAQ,GOLAR LNG PARTNERS LP,CONSUMER SERVICES,MARINE TRANSPORTATION
DNJR,NASDAQ,GOLDEN BULL LIMITED,FINANCE,FINANCE: CONSUMER SERVICES
GDEN,NASDAQ,"GOLDEN ENTERTAINMENT, INC.",CONSUMER SERVICES,SERVICES-MISC. AMUSEMENT & RECREATION
GOGL,NASDAQ,GOLDEN OCEAN GROUP LIMITED,CONSUMER SERVICES,MARINE TRANSPORTATION
GBDC,NASDAQ,"GOLUB CAPITAL BDC, INC.",N/A,N/A
GTIM,NASDAQ,GOOD TIMES RESTAURANTS INC.,CONSUMER SERVICES,RESTAURANTS
GSHD,NASDAQ,"GOOSEHEAD INSURANCE, INC.",FINANCE,SPECIALTY INSURERS
GPRO,NASDAQ,"GOPRO, INC.",MISCELLANEOUS,INDUSTRIAL MACHINERY/COMPONENTS
GPAQ,NASDAQ,GORDON POINTE ACQUISITION CORP.,FINANCE,BUSINESS SERVICES
GPAQU,NASDAQ,GORDON POINTE ACQUISITION CORP.,FINANCE,BUSINESS SERVICES
GPAQW,NASDAQ,GORDON POINTE ACQUISITION CORP.,FINANCE,BUSINESS SERVICES
GSHT,NASDAQ,"GORES HOLDINGS II, INC.",FINANCE,BUSINESS SERVICES
GSHTU,NASDAQ,"GORES HOLDINGS II, INC.",FINANCE,BUSINESS SERVICES
GSHTW,NASDAQ,"GORES HOLDINGS II, INC.",FINANCE,BUSINESS SERVICES
GOV,NASDAQ,GOVERNMENT PROPERTIES INCOME TRUST,FINANCE,REAL ESTATE
GOVNI,NASDAQ,GOVERNMENT PROPERTIES INCOME TRUST,FINANCE,REAL ESTATE
LOPE,NASDAQ,"GRAND CANYON EDUCATION, INC.",CONSUMER SERVICES,OTHER CONSUMER SERVICES
GRVY,NASDAQ,"GRAVITY CO., LTD.",MISCELLANEOUS,BUSINESS SERVICES
GECC,NASDAQ,GREAT ELM CAPITAL CORP.,N/A,N/A
GECCL,NASDAQ,GREAT ELM CAPITAL CORP.,N/A,N/A
GECCM,NASDAQ,GREAT ELM CAPITAL CORP.,N/A,N/A
GEC,NASDAQ,"GREAT ELM CAPITAL GROUP, INC.",TECHNOLOGY,COMPUTER SOFTWARE: PREPACKAGED SOFTWARE
GLDD,NASDAQ,GREAT LAKES DREDGE & DOCK CORPORATION,BASIC INDUSTRIES,MILITARY/GOVERNMENT/TECHNICAL
GSBC,NASDAQ,"GREAT SOUTHERN BANCORP, INC.",FINANCE,MAJOR BANKS
GNBC,NASDAQ,"GREEN BANCORP, INC.",FINANCE,MAJOR BANKS
GRBK,NASDAQ,"GREEN BRICK PARTNERS, INC.",CAPITAL GOODS,HOMEBUILDING
GPP,NASDAQ,GREEN PLAINS PARTNERS LP,BASIC INDUSTRIES,MAJOR CHEMICALS
